PUB_AREA
pk_area,name
1001AA1LCP00000029GS,成本对象主表_主表单
1001AA1LCP00000029GT,操作信息
1001AA1LCP00000029HX,成本对象子表
1001AA1LCP00000029HY,成本对象子表
1001AA1LCP00000029HZ,成本对象子表
