PUB_AREA
pk_area,name
1001AA1LCP00000IVDU7,用车申请单_主表单
1001AA1LCP00000IVDU8,操作信息
1001AA1LCP00000IVDVO,用车申请单明细
1001AA1LCP00000IVDVP,用车申请单明细
1001AA1LCP00000IVDVQ,用车申请单明细
